Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
JAMTARA,INC,5,20000000.0,34 Lac+,JHARKHAND,12th Pass
JALALPORE,BJP,0,30000000.0,78 Lac+,GUJARAT,Post Graduate
ITAHAR,AITC,1,30000000.0,14 Lac+,WEST BENGAL,Graduate Professional
CHOMU,INC,0,80000000.0,1 Crore+,RAJASTHAN,Post Graduate
PITHORAGARH,INC,0,0.0,2 Crore+,UTTARAKHAND,Graduate
ALONG WEST,BJP,0,70000000.0,0,ARUNACHAL PRADESH,Graduate Professional
BABA BAKALA (SC),AAP,1,2700000.0,0,PUNJAB,Graduate Professional
PARDI,BJP,0,100000000.0,0,GUJARAT,Post Graduate
PRATAPPUR (ST),BJP,1,0.0,14 Lac+,CHHATTISGARH,Graduate
BOTAD,AAP,0,8500000.0,28 Lac+,GUJARAT,Graduate Professional
GINGEE,DMK,29,20000000.0,6 Lac+,TAMIL NADU,10th Pass
TIMARPUR,AAP,2,7700000.0,0,DELHI,10th Pass
MACHHLISHAHR (SC),SP,0,100000000.0,4 Crore+,UTTAR PRADESH,Graduate
PANIYRA,BJP,0,20000000.0,20 Lac+,UTTAR PRADESH,Graduate
HATPIPLIYA,BJP,0,20000000.0,19 Lac+,MADHYA PRADESH,12th Pass
SILLOD,SHS,8,200000000.0,1 Crore+,MAHARASHTRA,Graduate
SINDHANUR,INC,1,90000000.0,2 Crore+,KARNATAKA,Graduate
MAHARAJGANJ (SC),BJP,1,10000000.0,30 Lac+,UTTAR PRADESH,Graduate Professional
TSEMINYU (ST),JD(U),0,70000000.0,19 Lac+,NAGALAND,Post Graduate
GORAKHPUR URBAN,BJP,0,10000000.0,0,UTTAR PRADESH,Graduate Professional
NOIDA,BJP,0,40000000.0,12 Lac+,UTTAR PRADESH,Post Graduate
AMBER,INC,0,20000000.0,0,RAJASTHAN,Graduate
DHAR,BJP,0,110000000.0,1 Crore+,MADHYA PRADESH,Graduate
BHUJ,BJP,0,60000000.0,10 Lac+,GUJARAT,12th Pass
AMDANGA,AITC,1,10000000.0,8 Lac+,WEST BENGAL,Post Graduate
SANDILA,BJP,0,7900000.0,3 Lac+,UTTAR PRADESH,Post Graduate
SHERGARH,BJP,0,20000000.0,25 Lac+,RAJASTHAN,Graduate
THALASSERY,CPI(M),6,3400000.0,0,KERALA,Graduate Professional
LALGUDI,DMK,12,10000000.0,29 Lac+,TAMIL NADU,Post Graduate
JATANI,INC,0,170000000.0,57 Lac+,ODISHA,Graduate
NEW DELHI,AAP,13,30000000.0,0,DELHI,12th Pass
TRI NAGAR,AAP,0,10000000.0,1 Lac+,DELHI,10th Pass
THRIZINO-BURAGAON,BJP,1,40000000.0,8 Lac+,ARUNACHAL PRADESH,Graduate
KOVVUR,YSRCP,0,100000000.0,1 Crore+,ANDHRA PRADESH,Post Graduate
GURUA,RJD,1,60000000.0,1 Crore+,BIHAR,12th Pass
SUJANGARH (SC),INC,0,130000000.0,2 Crore+,RAJASTHAN,Graduate Professional
BISHUNPUR (ST),JMM,1,5800000.0,3 Lac+,JHARKHAND,Graduate
ANDRO,BJP,2,40000000.0,55 Lac+,MANIPUR,Graduate Professional
MAHMARA,BJP,0,10000000.0,16 Lac+,ASSAM,Post Graduate
TAMENGLONG (ST),NPP,0,20000000.0,0,MANIPUR,12th Pass
SHRIVARDHAN,NCP,1,3900000.0,15 Lac+,MAHARASHTRA,Graduate
BANKA,BJP,1,10000000.0,2 Lac+,BIHAR,12th Pass
TENDUKHEDA,BJP,0,20000000.0,0,MADHYA PRADESH,Graduate
KAYAMKULAM,CPI(M),4,4900000.0,24 Lac+,KERALA,Graduate
UNCHAHAR,SP,2,160000000.0,1 Crore+,UTTAR PRADESH,Post Graduate
KOTMA,BJP,1,70000000.0,1 Lac+,MADHYA PRADESH,Graduate
CHAMKAUR SAHIB (SC),AAP,1,0.0,1 Crore+,PUNJAB,Graduate Professional
CHHATARPUR (SC),BJP,0,5800000.0,21 Lac+,JHARKHAND,12th Pass
BHUBANESWAR CENTRAL,BJD,0,0.0,0,ODISHA,12th Pass
SIVAKASI,INC,3,490000000.0,31 Crore+,TAMIL NADU,Post Graduate
SIRMOUR,BJP,0,0.0,3 Crore+,MADHYA PRADESH,Post Graduate
NIDADAVOLE,YSRCP,0,340000000.0,16 Crore+,ANDHRA PRADESH,Graduate
PARVATI,BJP,1,880000000.0,6 Crore+,MAHARASHTRA,12th Pass
SWARUPNAGAR (SC),AITC,0,20000000.0,0,WEST BENGAL,Graduate
TUMSAR,NCP,3,110000000.0,5 Crore+,MAHARASHTRA,Graduate Professional
MANIHARI (ST),INC,0,0.0,0,BIHAR,12th Pass
BALACHAUR,AAP,0,5300000.0,7 Lac+,PUNJAB,Graduate Professional
RAJKOT EAST,BJP,1,90000000.0,1 Crore+,GUJARAT,Graduate
RAJNANDGAON,BJP,0,150000000.0,21 Lac+,CHHATTISGARH,Post Graduate
TIMARNI (ST),INC,1,20000000.0,1 Crore+,MADHYA PRADESH,Post Graduate
DEPALPUR,BJP,0,0.0,9 Crore+,MADHYA PRADESH,Graduate
BHOPALGARH (SC),INC,0,10000000.0,40 Lac+,RAJASTHAN,Post Graduate
SAGWARA (ST),BJP,0,10000000.0,10 Lac+,RAJASTHAN,Post Graduate
KHARGAPUR,INC,0,30000000.0,13 Lac+,MADHYA PRADESH,Post Graduate
KALLIASSERI,CPI(M),10,1400000.0,9 Lac+,KERALA,Graduate
RAMANAGARAM,INC,5,950000000.0,8 Crore+,KARNATAKA,Graduate
KALIAGANJ (SC),BJP,3,5900000.0,4 Lac+,WEST BENGAL,Post Graduate
VANDRE WEST,BJP,3,0.0,1 Crore+,MAHARASHTRA,Graduate Professional
KILVAITHINANKUPPAM (SC),AIADMK,2,10000000.0,40 Lac+,TAMIL NADU,12th Pass
KAMALAPURAM,YSRCP,7,400000000.0,14 Crore+,ANDHRA PRADESH,12th Pass
CHEMBUR,SHS,0,40000000.0,0,MAHARASHTRA,12th Pass
GHARAUNDA,BJP,0,10000000.0,18 Lac+,HARYANA,Graduate
SIHORA (ST),BJP,0,2500000.0,12 Lac+,MADHYA PRADESH,Post Graduate
JALNA,INC,4,80000000.0,64 Lac+,MAHARASHTRA,Graduate Professional
SISHAMAU,SP,3,90000000.0,0,UTTAR PRADESH,Post Graduate
AGHUNATO (ST),NDPP,1,110000000.0,0,NAGALAND,Graduate
NANGAL CHAUDHRY,BJP,0,90000000.0,8 Lac+,HARYANA,Graduate
KAIKALUR,YSRCP,3,140000000.0,3 Crore+,ANDHRA PRADESH,Post Graduate
KESHPUR (SC),AITC,0,10000000.0,1 Lac+,WEST BENGAL,Graduate Professional
KAPTANGANJ,SP,1,150000000.0,2 Crore+,UTTAR PRADESH,Graduate
BAGBASSA,BJP,0,7900000.0,0,TRIPURA,10th Pass
BALLARPUR,BJP,2,110000000.0,1 Crore+,MAHARASHTRA,Graduate
BORSAD,BJP,0,6700000.0,12 Lac+,GUJARAT,Graduate
SHEKHUPUR,SP,0,0.0,0,UTTAR PRADESH,Post Graduate
NANDOD (ST),BJP,0,30000000.0,41 Lac+,GUJARAT,12th Pass
VILE PARLE,BJP,0,250000000.0,2 Crore+,MAHARASHTRA,Graduate
LATHI,BJP,1,580000000.0,4 Crore+,GUJARAT,Graduate
BAGNAN,AITC,1,6600000.0,0,WEST BENGAL,Post Graduate
JANAKPURI,AAP,2,0.0,98 Thou+,DELHI,Post Graduate
NARAYANGARH,AITC,0,10000000.0,40 Lac+,WEST BENGAL,8th Pass
PARA (SC),BJP,0,1600000.0,6 Lac+,WEST BENGAL,Post Graduate
KINWAT,BJP,1,10000000.0,22 Lac+,MAHARASHTRA,12th Pass
DHARSIWA,BJP,0,80000000.0,51 Lac+,CHHATTISGARH,Post Graduate
GARHI SAMPLA-KILOI,INC,7,150000000.0,13 Lac+,HARYANA,Graduate
DEODAR,BJP,0,3700000.0,10 Lac+,GUJARAT,Graduate
VIRALIMALAI,AIADMK,1,0.0,16 Crore+,TAMIL NADU,10th Pass
AMALAPURAM,YSRCP,1,30000000.0,98 Lac+,ANDHRA PRADESH,Graduate
WANI,BJP,0,60000000.0,16 Lac+,MAHARASHTRA,Post Graduate
AMPATI (ST),AITC,0,80000000.0,1 Crore+,MEGHALAYA,Graduate
SATTENAPALLI,YSRCP,2,150000000.0,1 Crore+,ANDHRA PRADESH,12th Pass
BHOKAR,INC,3,500000000.0,4 Crore+,MAHARASHTRA,Post Graduate
KURLA (SC),SHS,0,40000000.0,87 Lac+,MAHARASHTRA,Graduate
CHANGLANG SOUTH,BJP,0,0.0,0,ARUNACHAL PRADESH,12th Pass
BOLPUR,AITC,0,40000000.0,0,WEST BENGAL,Post Graduate
KESARIA,JD(U),1,30000000.0,1 Crore+,BIHAR,12th Pass
ALIGARH,BJP,0,0.0,47 Lac+,UTTAR PRADESH,Graduate Professional
PYNTHORUMKHRAH,BJP,0,160000000.0,45 Lac+,MEGHALAYA,Graduate
MATTANNUR,CPI(M),5,10000000.0,1 Lac+,KERALA,10th Pass
BANDA,BJP,0,20000000.0,8 Lac+,MADHYA PRADESH,12th Pass
MAGRAHAT PURBA (SC),AITC,0,0.0,0,WEST BENGAL,Graduate
KHETRIGAO,NPP,1,8900000.0,10 Lac+,MANIPUR,Graduate
JHALRAPATAN,BJP,0,50000000.0,0,RAJASTHAN,Post Graduate
RAMPUR (SC),INC,4,20000000.0,14 Lac+,HIMACHAL PRADESH,Graduate Professional
PECHARTHAL (ST),BJP,0,400000.0,21 Lac+,TRIPURA,Post Graduate
BABALESHWAR,INC,5,0.0,47 Crore+,KARNATAKA,Graduate Professional
BHAGWANPUR(SC),INC,0,40000000.0,0,UTTARAKHAND,Graduate
VILLUPURAM,DMK,2,190000000.0,2 Crore+,TAMIL NADU,Post Graduate
GOBICHETTIPALAYAM,AIADMK,0,120000000.0,90 Lac+,TAMIL NADU,Graduate
NAWAGARH (SC),BJP,1,30000000.0,43 Lac+,CHHATTISGARH,12th Pass
OSIAN,BJP,4,90000000.0,2 Crore+,RAJASTHAN,Graduate
DOMARIYAGANJ,SP,1,0.0,5 Lac+,UTTAR PRADESH,Post Graduate
UDAYNARAYANPUR,AITC,0,20000000.0,0,WEST BENGAL,Graduate
SANTIRBAZAR (ST),BJP,0,1900000.0,23 Lac+,TRIPURA,Graduate
ANTHIYUR,DMK,9,40000000.0,74 Lac+,TAMIL NADU,8th Pass
ARYA NAGAR,SP,2,0.0,15 Lac+,UTTAR PRADESH,Post Graduate
BALARAMPUR,BJP,3,3000000.0,0,WEST BENGAL,12th Pass
TRIKARIPUR,CPI(M),3,4300000.0,15 Lac+,KERALA,Graduate Professional
SULTHANBATHERY,INC,9,6400000.0,18 Lac+,KERALA,Graduate Professional
MORMUGAO,INC,5,70000000.0,3 Crore+,GOA,Graduate
YEMKANAMARDI (ST),INC,2,1750000000.0,12 Crore+,KARNATAKA,Graduate
KALAYAT,BJP,0,20000000.0,3 Lac+,HARYANA,Post Graduate
HUNGUND,INC,11,90000000.0,2 Crore+,KARNATAKA,Graduate
KURUD,BJP,0,140000000.0,2 Crore+,CHHATTISGARH,Graduate
SINGRAULI,BJP,0,20000000.0,54 Lac+,MADHYA PRADESH,Graduate
SITAMARHI,BJP,0,110000000.0,0,BIHAR,Graduate
JINTUR,BJP,2,190000000.0,4 Crore+,MAHARASHTRA,Graduate
LALKUAN,BJP,0,0.0,0,UTTARAKHAND,Graduate
BATALA,AAP,0,30000000.0,11 Lac+,PUNJAB,Post Graduate
KUSHTAGI,BJP,1,30000000.0,10 Lac+,KARNATAKA,12th Pass
MALVIYA NAGAR,AAP,6,10000000.0,20 Lac+,DELHI,12th Pass
DARAMDIN,Sikkim Krantikari Morcha,0,10000000.0,6 Lac+,SIKKIM,Graduate
VIKRAVANDI,DMK,4,5200000.0,27 Lac+,TAMIL NADU,12th Pass
VEDASANDUR,DMK,2,90000000.0,1 Crore+,TAMIL NADU,Post Graduate
JANGPURA,AAP,1,9100000.0,3 Lac+,DELHI,Post Graduate
RAYACHOTI,YSRCP,1,60000000.0,2 Crore+,ANDHRA PRADESH,12th Pass
BALLUANA (SC),AAP,0,40000000.0,0,PUNJAB,Graduate Professional
SARUKHETRI,INC,1,7700000.0,30 Lac+,ASSAM,Graduate
GUDIYATTAM (SC),DMK,0,3300000.0,0,TAMIL NADU,Graduate Professional
JAHANABAD,BJP,0,9400000.0,1 Lac+,UTTAR PRADESH,Graduate
PATTI,AAP,3,0.0,63 Lac+,PUNJAB,Graduate
RAJNAGAR (SC),BJP,1,10000000.0,10 Lac+,BIHAR,12th Pass
HARIDWAR RURAL,INC,0,130000000.0,20 Lac+,UTTARAKHAND,Post Graduate
KASHIPUR,BJP,0,440000000.0,9 Crore+,UTTARAKHAND,Post Graduate
TIRUPATI,YSRCP,0,150000000.0,48 Lac+,ANDHRA PRADESH,12th Pass
KHADAKWASALA,BJP,1,140000000.0,9 Lac+,MAHARASHTRA,Graduate
NIALI,BJD,0,40000000.0,0,ODISHA,Post Graduate
UTRAULA,BJP,0,30000000.0,0,UTTAR PRADESH,Graduate Professional
BARKHERA,BJP,1,1900000.0,17 Lac+,UTTAR PRADESH,Post Graduate
HEMTABAD (SC),AITC,1,30000000.0,80 Lac+,WEST BENGAL,Graduate Professional
HIYANGLAM,BJP,0,10000000.0,38 Lac+,MANIPUR,Graduate
SOUTH SHILLONG,BJP,0,120000000.0,0,MEGHALAYA,Graduate
AKOT,BJP,0,0.0,15 Lac+,MAHARASHTRA,Graduate
SORO,BJD,1,20000000.0,40 Lac+,ODISHA,Graduate Professional
BAGHMARA,BJP,4,30000000.0,44 Lac+,JHARKHAND,Graduate Professional
SIDHPUR,BJP,0,0.0,12 Crore+,GUJARAT,Post Graduate
KAMALPUR,BJP,0,0.0,0,TRIPURA,Post Graduate
FEROZEPUR JHIRKA,INC,1,50000000.0,9 Lac+,HARYANA,Graduate Professional
BALDEV (SC),BJP,0,90000000.0,19 Lac+,UTTAR PRADESH,Post Graduate
SAGALEE,INC,1,0.0,20 Crore+,ARUNACHAL PRADESH,Graduate
AUSA,BJP,1,10000000.0,19 Lac+,MAHARASHTRA,Graduate
DUDDHI (ST),BJP,1,20000000.0,7 Lac+,UTTAR PRADESH,Post Graduate
PATAN,INC,9,0.0,30 Lac+,GUJARAT,Graduate
BARUIPUR PURBA (SC),AITC,1,7600000.0,24 Lac+,WEST BENGAL,12th Pass
ALWAR RURAL (SC),INC,0,60000000.0,94 Lac+,RAJASTHAN,Post Graduate
PIPRA,BJP,2,10000000.0,0,BIHAR,12th Pass
DURGAPUR PURBA,AITC,0,180000000.0,18 Lac+,WEST BENGAL,12th Pass
AMRELI,BJP,0,30000000.0,0,GUJARAT,Graduate
PACHPADRA,BJP,0,20000000.0,12 Thou+,RAJASTHAN,12th Pass
SHAHABAD,BJP,0,20000000.0,9 Lac+,UTTAR PRADESH,Post Graduate
BIKANER EAST,BJP,0,1020000000.0,0,RAJASTHAN,Graduate
MADHUBAN,BJP,0,60000000.0,71 Lac+,UTTAR PRADESH,Graduate
CHARKOP,BJP,0,60000000.0,2 Crore+,MAHARASHTRA,Graduate
ARNI (ST),BJP,1,20000000.0,10 Lac+,MAHARASHTRA,Graduate
LONGKHIM CHARE (ST),BJP,0,10000000.0,0,NAGALAND,12th Pass
DHULE RURAL,INC,1,420000000.0,39 Crore+,MAHARASHTRA,Graduate Professional
LAKHIPUR,BJP,0,0.0,71 Lac+,ASSAM,12th Pass
CHANDRAGIRI,YSRCP,16,0.0,81 Lac+,ANDHRA PRADESH,Post Graduate
HISAR,BJP,0,30000000.0,61 Lac+,HARYANA,12th Pass
ALIPURDUARS,BJP,12,4000000.0,0,WEST BENGAL,Graduate
RAMPURHAT,AITC,0,10000000.0,0,WEST BENGAL,Post Graduate
KATIHAR,BJP,1,10000000.0,1 Lac+,BIHAR,Graduate
SHEHRA,BJP,1,180000000.0,5 Crore+,GUJARAT,10th Pass
RATANGARH,INC,0,10000000.0,11 Lac+,RAJASTHAN,10th Pass
CHEPAUK-THIRUVALLIKENI,DMK,22,290000000.0,1 Lac+,TAMIL NADU,Post Graduate
BAREILLY CANTT.,BJP,0,230000000.0,2 Crore+,UTTAR PRADESH,Post Graduate
DHEKIAJULI,BJP,0,170000000.0,3 Crore+,ASSAM,12th Pass
JHANJHARPUR,BJP,0,30000000.0,62 Lac+,BIHAR,Post Graduate
KAMARHATI,AITC,6,20000000.0,16 Lac+,WEST BENGAL,12th Pass
NADBAI,BJP,0,50000000.0,26 Lac+,RAJASTHAN,Graduate
RANIPET,DMK,3,470000000.0,14 Crore+,TAMIL NADU,Post Graduate
KORATAGERE (SC),INC,3,210000000.0,9 Crore+,KARNATAKA,Graduate
AMRITSAR CENTRAL,AAP,0,180000000.0,4 Crore+,PUNJAB,Graduate Professional
KEIRAO,BJP,1,10000000.0,43 Lac+,MANIPUR,Graduate
KUSHMANDI (SC),AITC,1,1600000.0,3 Lac+,WEST BENGAL,Post Graduate
MELURI (ST),NDPP,0,10000000.0,0,NAGALAND,Graduate
JAMURIA,AITC,0,10000000.0,0,WEST BENGAL,Post Graduate
CURCHOREM,BJP,0,280000000.0,11 Crore+,GOA,10th Pass
KANKE (SC),BJP,0,1400000.0,0,JHARKHAND,Graduate
WILLIAM NAGAR (ST),NPP,0,30000000.0,0,MEGHALAYA,Graduate
PAKUR,INC,0,70000000.0,39 Lac+,JHARKHAND,Graduate
NAGADA-KHACHROD,BJP,0,8200000.0,0,MADHYA PRADESH,Graduate
KUNDGOL,BJP,0,0.0,2 Lac+,KARNATAKA,Graduate
DAG (SC),BJP,0,30000000.0,63 Lac+,RAJASTHAN,Graduate
KOIL,BJP,1,60000000.0,1 Crore+,UTTAR PRADESH,Graduate
HINGALGANJ (SC),AITC,0,4900000.0,8 Lac+,WEST BENGAL,12th Pass
NIRSA,BJP,1,4600000.0,4 Lac+,JHARKHAND,10th Pass
PATAUDI (SC),BJP,0,4500000.0,2 Lac+,HARYANA,Graduate
MUSSOORIE,BJP,0,90000000.0,64 Lac+,UTTARAKHAND,Graduate
POONAMALLEE (SC),DMK,8,130000000.0,69 Lac+,TAMIL NADU,Post Graduate
TELKOI,BJD,0,4600000.0,16 Lac+,ODISHA,Graduate
GUMLA (ST),JMM,2,0.0,29 Lac+,JHARKHAND,Graduate
VILATHIKULAM,DMK,5,60000000.0,1 Crore+,TAMIL NADU,Post Graduate
ELURU,YSRCP,0,0.0,11 Lac+,ANDHRA PRADESH,Post Graduate
DAUSA,INC,0,0.0,28 Lac+,RAJASTHAN,Graduate
BABINA,BJP,2,90000000.0,69 Lac+,UTTAR PRADESH,Graduate Professional
HARAPANAHALLI,IND,0,70000000.0,64 Lac+,KARNATAKA,Graduate Professional
SADAR,BJP,0,70000000.0,0,UTTAR PRADESH,Graduate
AURAI (SC),BJP,2,70000000.0,52 Lac+,UTTAR PRADESH,Graduate
FARIDKOT,AAP,2,10000000.0,3 Lac+,PUNJAB,Post Graduate
LALGANJ,BJP,1,20000000.0,62 Lac+,BIHAR,12th Pass
CHEEPURUPALLE,YSRCP,0,80000000.0,1 Crore+,ANDHRA PRADESH,12th Pass
NALHATI,AITC,0,8300000.0,28 Lac+,WEST BENGAL,Post Graduate
CHHATARPUR,AAP,0,230000000.0,12 Crore+,DELHI,10th Pass
ARSIKERE,INC,0,90000000.0,7 Crore+,KARNATAKA,Graduate
SIMARIA (SC),BJP,1,30000000.0,0,JHARKHAND,Graduate
KHATAULI,BJP,2,10000000.0,9 Lac+,UTTAR PRADESH,Graduate Professional
BARGUR,DMK,0,710000000.0,17 Crore+,TAMIL NADU,Post Graduate
CHAKRATA (ST),INC,3,100000000.0,99 Lac+,UTTARAKHAND,Graduate
BIHARIGANJ,JD(U),0,0.0,0,BIHAR,Graduate
BAHOUR,DMK,0,140000000.0,3 Crore+,PUDUCHERRY,Graduate
MATHABHANGA (SC),BJP,2,1000000.0,0,WEST BENGAL,10th Pass
DANTAN,AITC,2,1600000.0,1 Lac+,WEST BENGAL,Graduate
TAKARJALA (ST),Tipra Motha Party,0,1300000.0,0,TRIPURA,Graduate
RALEGAON (ST),BJP,1,10000000.0,0,MAHARASHTRA,Graduate
KASBA,INC,1,0.0,35 Thou+,BIHAR,Post Graduate
BANSWARA (ST),INC,0,140000000.0,3 Crore+,RAJASTHAN,Graduate
BISHNUPUR,BJP,0,0.0,1 Crore+,WEST BENGAL,Graduate
BHADRAK,BJD,0,190000000.0,7 Crore+,ODISHA,Graduate
MANDAWA,INC,0,6400000.0,0,RAJASTHAN,Graduate Professional
MARGAO,INC,4,150000000.0,20 Lac+,GOA,Graduate
LALSOT (ST),BJP,0,50000000.0,8 Lac+,RAJASTHAN,Post Graduate
VIJAYANAGARA,INC,1,480000000.0,15 Lac+,KARNATAKA,Graduate
OKHLA,AAP,12,30000000.0,0,DELHI,12th Pass
RIGA,BJP,4,0.0,2 Lac+,BIHAR,Graduate
JAITPUR (ST),BJP,0,10000000.0,0,MADHYA PRADESH,Graduate
TENNING (ST),NCP,0,20000000.0,0,NAGALAND,Graduate
BHIWANI,BJP,0,80000000.0,1 Crore+,HARYANA,12th Pass
PALAM,AAP,0,1400000.0,8 Lac+,DELHI,Graduate
VYARA (ST),BJP,0,0.0,0,GUJARAT,10th Pass
KAMPLI (ST),INC,0,0.0,88 Lac+,KARNATAKA,Graduate
SUMAWALI,BJP,0,20000000.0,0,MADHYA PRADESH,Graduate
NORTH TURA (ST),NPP,1,30000000.0,0,MEGHALAYA,Graduate
RAJMAHAL,BJP,0,5900000.0,0,JHARKHAND,10th Pass
MANGALORE CITY SOUTH,BJP,1,400000000.0,5 Crore+,KARNATAKA,Graduate Professional
MANANTHAVADY,CPI(M),1,3700000.0,16 Lac+,KERALA,Graduate
PARVATHIPURAM,YSRCP,0,50000000.0,1 Crore+,ANDHRA PRADESH,Post Graduate
DASKROI,BJP,1,610000000.0,81 Lac+,GUJARAT,Graduate
RISOD,INC,0,40000000.0,11 Lac+,MAHARASHTRA,Graduate
BILAIGARH (SC),INC,0,10000000.0,8 Lac+,CHHATTISGARH,Post Graduate
NARSINGHGARH,BJP,1,0.0,24 Lac+,MADHYA PRADESH,Graduate
PARTUR,BJP,1,40000000.0,0,MAHARASHTRA,Graduate
THAMBALLAPALLE,YSRCP,2,220000000.0,69 Lac+,ANDHRA PRADESH,12th Pass
RAMPURA PHUL,AAP,0,10000000.0,4 Lac+,PUNJAB,12th Pass
BINPUR (ST),AITC,0,300000.0,0,WEST BENGAL,10th Pass
THRIKKAKARA,INC,9,10000000.0,58 Lac+,KERALA,Post Graduate
DEOLI-UNIARA,INC,0,220000000.0,0,RAJASTHAN,Post Graduate
DEORIA,BJP,0,60000000.0,10 Lac+,UTTAR PRADESH,Post Graduate
BADLI,INC,0,40000000.0,26 Lac+,HARYANA,Graduate
SALT,BJP,2,30000000.0,0,UTTARAKHAND,Post Graduate
TUMKUR RURAL,BJP,2,130000000.0,97 Lac+,KARNATAKA,12th Pass
PATHAPATNAM,YSRCP,0,60000000.0,20 Lac+,ANDHRA PRADESH,Graduate
INDI,INC,3,110000000.0,3 Crore+,KARNATAKA,Graduate
MANSA,AAP,0,60000000.0,27 Lac+,PUNJAB,Graduate
THIRUPARANKUNDRAM,AIADMK,0,60000000.0,1 Crore+,TAMIL NADU,Graduate Professional
SITALKUCHI (SC),BJP,1,6000000.0,11 Lac+,WEST BENGAL,Graduate Professional
PALUS-KADEGAON,INC,0,0.0,121 Crore+,MAHARASHTRA,10th Pass
BHADRA,BJP,0,0.0,11 Lac+,RAJASTHAN,Post Graduate
CHURAI,INC,0,10000000.0,19 Lac+,MADHYA PRADESH,12th Pass
VYPEN,CPI(M),1,10000000.0,0,KERALA,Graduate Professional
JAMNAGAR NORTH,BJP,0,970000000.0,0,GUJARAT,Graduate
LAHAUL AND SPITI (ST),INC,0,120000000.0,4 Crore+,HIMACHAL PRADESH,Graduate
LAHAR,BJP,0,50000000.0,0,MADHYA PRADESH,Graduate
DASPALLA,BJD,0,10000000.0,96 Lac+,ODISHA,Graduate
SULTANPUR MAJRA,AAP,0,60000000.0,6 Lac+,DELHI,Graduate
JHAGADIA (ST),BJP,0,20000000.0,30 Lac+,GUJARAT,12th Pass
BASUDEVPUR,BJD,0,70000000.0,2 Crore+,ODISHA,Graduate
GANNAVARAM,TDP,0,830000000.0,6 Crore+,ANDHRA PRADESH,Graduate
NARYOLI (SC),BJP,2,40000000.0,1 Crore+,MADHYA PRADESH,Graduate
FATEHPUR,INC,0,180000000.0,3 Crore+,HIMACHAL PRADESH,Graduate
ARCOT,DMK,0,130000000.0,7 Crore+,TAMIL NADU,Graduate
JAISALMER,BJP,0,7000000.0,0,RAJASTHAN,12th Pass
VIRATNAGAR,BJP,0,1200000.0,2 Lac+,RAJASTHAN,12th Pass
PANIHATI,AITC,0,10000000.0,0,WEST BENGAL,Post Graduate
DABOLIM,BJP,0,220000000.0,0,GOA,Graduate
FATIKROY (SC),BJP,0,0.0,12 Lac+,TRIPURA,12th Pass
KHAGARIA,INC,1,10000000.0,0,BIHAR,Post Graduate
ALONGTAKI (ST),BJP,0,100000000.0,0,NAGALAND,Graduate
NOWDA,AITC,0,30000000.0,40 Lac+,WEST BENGAL,Graduate Professional
KADI (SC),BJP,0,7700000.0,33 Lac+,GUJARAT,Post Graduate
BHILAI NAGAR,INC,4,40000000.0,2 Crore+,CHHATTISGARH,Graduate Professional
PEDAKURAPADU,YSRCP,0,270000000.0,7 Crore+,ANDHRA PRADESH,Graduate
MATARBARI,BJP,0,0.0,50 Lac+,TRIPURA,Graduate
PATAN,SHS,0,140000000.0,1 Crore+,MAHARASHTRA,Graduate
ETTUMANOOR,CPI(M),1,9400000.0,0,KERALA,12th Pass
PRITHVIPUR,INC,1,250000000.0,4 Crore+,MADHYA PRADESH,Post Graduate
SURSAND,JD(U),2,40000000.0,29 Lac+,BIHAR,Graduate
BADARPUR,BJP,0,200000000.0,36 Lac+,DELHI,10th Pass
THOOTHUKUDI,DMK,15,0.0,1 Crore+,TAMIL NADU,Post Graduate
RANAGHAT DAKSHIN (SC),BJP,0,5300000.0,12 Lac+,WEST BENGAL,Graduate Professional
PANSKURA PURBA,AITC,0,3500000.0,0,WEST BENGAL,Graduate
BIBHUTIPUR,CPI(M),3,10000000.0,50 Thou+,BIHAR,12th Pass
JHOTWARA,BJP,0,0.0,1 Crore+,RAJASTHAN,Graduate
NANDYAL,YSRCP,4,510000000.0,35 Crore+,ANDHRA PRADESH,Graduate
JAGRAON (SC),AAP,1,1600000.0,2 Lac+,PUNJAB,Graduate Professional
NAGAR,BJP,1,40000000.0,34 Lac+,RAJASTHAN,Graduate
THIRUVERUMBUR,DMK,9,90000000.0,5 Lac+,TAMIL NADU,Post Graduate
NONGSTOIN (ST),INC,0,8900000.0,55 Lac+,MEGHALAYA,Graduate
THRIPUNITHURA,INC,12,20000000.0,0,KERALA,Graduate Professional
CHALAKKUDY,INC,10,20000000.0,51 Lac+,KERALA,12th Pass
HAVERI (SC),INC,0,100000000.0,3 Crore+,KARNATAKA,Graduate
ST. CRUZ,INC,1,340000000.0,72 Lac+,GOA,Graduate
MON TOWN (ST),NCP,0,1300000.0,0,NAGALAND,Graduate
MACHERLA,YSRCP,4,60000000.0,2 Crore+,ANDHRA PRADESH,Post Graduate
CHABBEWAL (SC),INC,0,200000000.0,5 Crore+,PUNJAB,Graduate
JAITARAN,BJP,0,10000000.0,24 Lac+,RAJASTHAN,Graduate Professional
DONGARGARH (SC),INC,0,20000000.0,63 Lac+,CHHATTISGARH,Post Graduate
PANKI,BJP,11,270000000.0,1 Crore+,JHARKHAND,Post Graduate
SHIRDI,BJP,0,0.0,0,MAHARASHTRA,Graduate Professional
